Game,Opp,W/L,TmScore,OppScore,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF
1,LAL,W,108,92,42,107,0.393,12,33,0.364,12,13,0.923,17,59,23,12,3,14,20,37,91,0.407,4,16,0.25,14,23,0.609,12,52,21,8,7,19,15
2,PHO,W,130,88,48,88,0.545,12,26,0.462,22,30,0.733,10,52,26,12,2,12,32,27,71,0.38,6,24,0.25,28,38,0.737,4,36,19,8,3,19,27
3,UTA,W,102,84,39,83,0.47,10,29,0.345,14,21,0.667,11,44,21,12,4,13,16,34,79,0.43,7,28,0.25,9,11,0.818,8,41,20,7,7,18,23
4,POR,W,104,103,36,77,0.468,9,28,0.321,23,36,0.639,14,46,11,4,5,11,19,35,89,0.393,14,31,0.452,19,22,0.864,16,44,19,5,4,9,26
5,DET,L,87,95,28,84,0.333,15,38,0.395,16,22,0.727,15,51,19,6,6,18,18,36,88,0.409,9,28,0.321,14,21,0.667,12,50,16,11,6,12,20
6,GSW,L,113,141,39,86,0.453,10,25,0.4,25,30,0.833,9,35,21,4,3,12,20,52,89,0.584,14,29,0.483,23,30,0.767,14,46,37,8,8,12,23
7,DAL,W,119,98,41,78,0.526,13,28,0.464,24,29,0.828,7,49,27,9,5,16,20,35,89,0.393,12,36,0.333,16,20,0.8,9,38,20,8,5,14,22
8,MEM,L,104,113,38,83,0.458,4,26,0.154,24,31,0.774,15,43,18,7,7,13,22,40,84,0.476,13,31,0.419,20,24,0.833,9,39,21,8,7,11,28
9,MIA,L,101,104,34,87,0.391,9,31,0.29,24,30,0.8,18,50,16,11,4,15,22,37,84,0.44,14,36,0.389,16,19,0.842,10,37,23,12,6,16,26
10,SAS,L,107,120,42,82,0.512,11,30,0.367,12,17,0.706,10,39,20,6,4,17,19,45,84,0.536,15,28,0.536,15,19,0.789,11,39,33,13,3,13,21
11,OKC,L,111,120,39,84,0.464,12,30,0.4,21,30,0.7,16,46,13,4,2,18,30,40,78,0.513,11,26,0.423,29,40,0.725,11,40,23,8,7,11,29
12,NOP,L,103,111,35,86,0.407,10,26,0.385,23,27,0.852,8,37,16,12,1,11,24,43,80,0.538,6,16,0.375,19,24,0.792,8,51,26,7,4,23,19
13,PHI,L,105,109,36,82,0.439,12,32,0.375,21,32,0.656,9,34,16,8,4,15,26,38,77,0.494,7,32,0.219,26,35,0.743,10,51,27,9,2,20,26
14,CLE,L,113,118,46,103,0.447,10,35,0.286,11,14,0.786,13,55,29,7,10,15,26,42,90,0.467,11,33,0.333,23,29,0.793,8,51,24,9,4,15,20
15,CHO,L,87,102,33,83,0.398,8,29,0.276,13,19,0.684,7,44,18,5,6,14,22,34,87,0.391,11,26,0.423,23,29,0.793,8,49,20,7,9,8,16
16,NYK,L,85,107,30,80,0.375,10,32,0.313,15,21,0.714,10,36,20,12,3,21,23,35,81,0.432,13,34,0.382,24,25,0.96,14,51,24,11,5,22,26
17,ATL,W,116,103,44,76,0.579,15,30,0.5,13,19,0.684,6,33,30,7,4,15,15,40,83,0.482,10,29,0.345,13,15,0.867,9,36,26,10,2,15,20
18,SAC,W,97,95,38,80,0.475,9,28,0.321,12,13,0.923,6,37,23,11,5,16,13,38,83,0.458,11,21,0.524,8,9,0.889,8,37,19,9,8,18,17
19,LAL,W,120,115,41,85,0.482,10,28,0.357,28,30,0.933,10,44,19,7,3,17,22,44,91,0.484,11,30,0.367,16,24,0.667,12,43,23,10,5,16,29
20,UTA,L,107,126,38,70,0.543,10,29,0.345,21,30,0.7,10,36,23,8,6,19,16,49,85,0.576,17,35,0.486,11,14,0.786,10,33,38,13,2,13,20
21,DAL,L,82,108,30,86,0.349,6,22,0.273,16,23,0.696,11,38,16,8,6,10,20,36,79,0.456,16,35,0.457,20,26,0.769,15,54,24,4,7,15,20
22,MIN,L,106,112,37,73,0.507,15,34,0.441,17,22,0.773,8,37,21,3,7,16,26,38,88,0.432,8,26,0.308,28,31,0.903,14,42,22,9,1,7,16
23,MIN,L,107,113,44,99,0.444,10,32,0.313,9,15,0.6,17,43,23,6,3,9,17,45,82,0.549,7,19,0.368,16,21,0.762,8,46,29,4,7,15,17
24,WAS,W,113,112,39,80,0.488,14,32,0.438,21,24,0.875,4,33,22,8,4,10,19,42,82,0.512,13,32,0.406,15,23,0.652,9,44,33,5,2,13,18
25,TOR,W,96,91,34,92,0.37,8,36,0.222,20,24,0.833,14,57,18,6,7,12,20,32,80,0.4,7,29,0.241,20,26,0.769,3,43,18,8,6,13,22
26,ORL,W,106,95,39,88,0.443,12,26,0.462,16,20,0.8,6,51,25,10,6,8,19,37,88,0.42,9,27,0.333,12,21,0.571,7,45,24,6,6,12,13
27,WAS,L,91,100,33,86,0.384,7,24,0.292,18,29,0.621,12,47,17,12,6,20,20,39,88,0.443,7,31,0.226,15,23,0.652,11,50,21,12,7,19,26
28,MIA,L,85,90,35,80,0.438,8,28,0.286,7,14,0.5,12,46,18,3,5,17,22,31,82,0.378,12,35,0.343,16,21,0.762,9,37,22,10,8,8,15
29,SAS,L,91,109,37,84,0.44,9,29,0.31,8,16,0.5,8,42,21,12,4,17,23,40,82,0.488,9,24,0.375,20,25,0.8,8,45,22,7,4,16,19
30,PHO,W,108,95,41,87,0.471,10,30,0.333,16,24,0.667,9,50,22,1,4,9,19,35,97,0.361,8,35,0.229,17,19,0.895,14,50,22,3,3,10,25
31,HOU,W,128,118,43,91,0.473,18,42,0.429,24,31,0.774,9,38,24,8,5,8,25,36,78,0.462,17,40,0.425,29,35,0.829,9,43,16,4,4,17,26
32,MEM,L,112,115,39,79,0.494,13,34,0.382,21,28,0.75,5,36,14,4,7,10,22,40,90,0.444,13,31,0.419,22,25,0.88,15,47,28,5,5,9,26
33,SAC,W,122,95,44,81,0.543,13,31,0.419,21,27,0.778,9,49,31,7,8,13,13,40,96,0.417,7,22,0.318,8,12,0.667,10,37,25,11,7,9,19
34,LAL,W,121,106,42,86,0.488,9,32,0.281,28,34,0.824,15,49,23,7,6,13,21,46,94,0.489,3,19,0.158,11,16,0.688,11,35,25,7,3,12,22
35,CHO,W,106,98,36,76,0.474,10,28,0.357,24,27,0.889,6,42,24,9,5,16,21,36,93,0.387,11,33,0.333,15,19,0.789,15,47,23,10,3,17,21
36,MEM,W,113,105,39,71,0.549,9,23,0.391,26,31,0.839,4,34,23,5,3,19,24,38,79,0.481,8,26,0.308,21,33,0.636,10,38,18,10,2,14,29
37,OKC,L,117,127,45,100,0.45,9,30,0.3,18,23,0.783,15,45,29,5,2,10,15,51,95,0.537,15,34,0.441,10,14,0.714,11,46,23,4,6,13,23
38,GSW,L,105,121,39,91,0.429,3,11,0.273,24,30,0.8,10,45,19,10,7,18,25,39,94,0.415,13,39,0.333,30,37,0.811,14,54,31,13,10,16,25
39,ATL,W,108,107,38,85,0.447,9,18,0.5,23,34,0.676,14,47,16,10,9,16,25,38,96,0.396,10,37,0.27,21,29,0.724,19,56,20,9,8,14,26
40,GSW,W,125,106,46,94,0.489,11,24,0.458,22,28,0.786,11,46,24,9,3,14,19,38,79,0.481,8,23,0.348,22,26,0.846,4,33,26,9,6,16,21
41,SAC,W,121,115,43,84,0.512,13,31,0.419,22,30,0.733,8,39,28,9,5,17,19,42,85,0.494,8,26,0.308,23,28,0.821,10,44,23,9,3,15,25
42,SAC,W,126,105,46,82,0.561,12,31,0.387,22,26,0.846,5,39,29,11,5,15,22,43,85,0.506,6,17,0.353,13,22,0.591,10,37,26,12,4,16,24
43,HOU,W,113,102,44,79,0.557,10,25,0.4,15,20,0.75,4,41,30,6,10,18,17,38,94,0.404,13,44,0.295,13,16,0.813,13,37,21,9,4,12,21
44,DEN,W,109,104,40,87,0.46,10,30,0.333,19,31,0.613,17,48,22,10,5,20,16,42,97,0.433,5,25,0.2,15,18,0.833,20,54,23,13,7,19,25
45,UTA,L,113,125,36,82,0.439,11,36,0.306,30,38,0.789,7,34,18,17,2,14,24,45,82,0.549,11,28,0.393,24,32,0.75,11,56,21,9,3,20,29
46,MIN,L,118,126,47,84,0.56,9,27,0.333,15,22,0.682,8,40,31,4,1,17,27,43,91,0.473,7,22,0.318,33,39,0.846,18,47,20,5,4,13,22
47,BOS,L,102,113,35,79,0.443,5,21,0.238,27,39,0.692,10,40,26,6,5,19,15,39,93,0.419,14,40,0.35,21,22,0.955,10,47,25,10,3,13,28
48,MEM,W,109,100,39,80,0.488,10,27,0.37,21,29,0.724,3,36,23,15,6,10,20,39,81,0.481,8,27,0.296,14,18,0.778,8,43,31,1,9,19,24
49,NOP,W,112,103,45,96,0.469,9,28,0.321,13,18,0.722,11,50,29,7,4,12,19,38,85,0.447,9,35,0.257,18,25,0.72,7,47,23,9,6,15,20
50,POR,L,96,104,35,85,0.412,6,22,0.273,20,26,0.769,9,50,22,5,7,13,17,36,98,0.367,13,30,0.433,19,22,0.864,18,59,21,12,6,12,21
51,CHI,W,113,103,40,88,0.455,9,25,0.36,24,28,0.857,10,54,23,4,5,13,18,35,97,0.361,12,37,0.324,21,21,1,13,48,22,6,4,11,20
52,DAL,W,104,101,42,87,0.483,10,27,0.37,10,12,0.833,5,39,28,10,3,13,16,33,80,0.413,17,42,0.405,18,20,0.9,7,38,22,5,5,20,23
53,DET,W,108,95,42,91,0.462,10,30,0.333,14,15,0.933,14,57,23,6,3,9,16,36,88,0.409,10,31,0.323,13,17,0.765,7,40,22,5,5,9,16
54,PHI,L,98,112,38,88,0.432,8,32,0.25,14,23,0.609,11,53,20,7,5,16,16,43,90,0.478,13,33,0.394,13,17,0.765,6,45,32,12,8,12,18
55,BRK,W,114,101,48,85,0.565,6,16,0.375,12,14,0.857,8,43,19,8,6,15,14,41,89,0.461,12,40,0.3,7,10,0.7,10,37,27,10,6,12,15
56,BOS,W,129,119,44,88,0.5,11,29,0.379,30,33,0.909,7,43,26,5,5,7,21,42,97,0.433,15,31,0.484,20,21,0.952,11,46,24,4,7,8,31
57,GSW,L,127,134,44,88,0.5,11,32,0.344,28,34,0.824,8,36,32,9,3,14,19,47,77,0.61,14,25,0.56,26,34,0.765,3,32,31,8,8,15,24
58,PHO,W,128,117,45,87,0.517,14,32,0.438,24,32,0.75,8,51,23,5,8,16,26,45,103,0.437,9,31,0.29,18,31,0.581,16,48,22,12,5,10,25
59,DEN,W,122,120,46,89,0.517,7,26,0.269,23,31,0.742,13,43,26,12,7,18,25,43,87,0.494,10,31,0.323,24,30,0.8,11,41,27,11,7,20,27
60,HOU,L,92,105,36,79,0.456,7,23,0.304,13,19,0.684,4,39,17,6,2,16,19,36,85,0.424,13,43,0.302,20,24,0.833,10,41,21,11,5,10,21
61,NYK,W,128,105,50,89,0.562,9,25,0.36,19,24,0.792,14,51,34,14,6,11,17,41,89,0.461,11,25,0.44,12,16,0.75,10,33,24,4,4,17,22
62,BRK,W,123,120,44,84,0.524,10,27,0.37,25,30,0.833,7,40,18,12,6,10,20,40,92,0.435,19,45,0.422,21,23,0.913,13,44,30,8,4,14,21
63,NOP,L,116,121,46,99,0.465,7,27,0.259,17,26,0.654,10,57,25,5,2,13,18,46,103,0.447,13,30,0.433,16,18,0.889,9,51,39,11,12,8,20
64,CLE,W,116,102,43,89,0.483,11,28,0.393,19,30,0.633,13,52,25,6,3,13,16,39,87,0.448,12,36,0.333,12,18,0.667,8,40,22,10,7,12,28
65,ORL,W,113,105,41,78,0.526,7,18,0.389,24,28,0.857,8,41,17,9,3,15,20,38,84,0.452,8,24,0.333,21,27,0.778,9,33,20,12,2,14,19
66,CHI,W,112,106,37,76,0.487,8,29,0.276,30,41,0.732,6,42,27,4,5,14,14,43,101,0.426,7,29,0.241,13,15,0.867,11,45,26,11,2,9,28
67,HOU,L,96,101,44,97,0.454,4,18,0.222,4,8,0.5,11,45,16,3,4,9,21,35,90,0.389,12,41,0.293,19,23,0.826,16,50,20,4,9,11,13
68,OKC,L,113,121,42,86,0.488,11,26,0.423,18,23,0.783,16,48,21,10,3,21,18,46,94,0.489,11,32,0.344,18,22,0.818,17,46,30,17,10,14,20
69,POR,L,109,122,40,89,0.449,9,23,0.391,20,27,0.741,8,38,21,8,3,8,17,46,92,0.5,14,29,0.483,16,20,0.8,8,47,24,7,6,13,22
70,MIN,L,109,123,40,93,0.43,8,24,0.333,21,26,0.808,11,41,21,4,5,10,22,45,86,0.523,10,25,0.4,23,24,0.958,6,40,23,5,6,11,21
71,MIL,W,127,120,45,86,0.523,15,30,0.5,22,29,0.759,16,47,26,12,3,19,16,50,91,0.549,8,26,0.308,12,17,0.706,8,33,33,10,5,14,20
72,IND,L,104,109,42,76,0.553,10,26,0.385,10,14,0.714,5,32,24,4,3,14,20,43,93,0.462,11,31,0.355,12,14,0.857,14,42,25,6,2,9,16
73,TOR,W,117,106,44,95,0.463,8,18,0.444,21,27,0.778,12,44,17,7,5,8,16,41,92,0.446,16,36,0.444,8,14,0.571,13,48,24,3,6,14,23
74,MIL,W,105,98,40,86,0.465,15,28,0.536,10,18,0.556,8,41,23,8,4,13,23,38,83,0.458,6,23,0.261,16,23,0.696,8,44,24,12,11,16,14
75,PHO,W,111,99,43,80,0.538,8,17,0.471,17,25,0.68,11,51,26,7,4,21,17,38,88,0.432,10,34,0.294,13,18,0.722,9,39,17,13,4,14,20
76,POR,L,96,105,36,89,0.404,4,13,0.308,20,35,0.571,11,46,13,5,5,10,16,41,95,0.432,8,30,0.267,15,16,0.938,13,50,30,9,10,10,25
77,IND,L,104,111,42,82,0.512,9,25,0.36,11,14,0.786,12,36,24,6,6,13,19,42,86,0.488,11,28,0.393,16,21,0.762,15,40,23,8,4,10,12
78,SAS,W,113,110,37,82,0.451,5,16,0.313,34,43,0.791,12,47,21,8,2,14,23,39,88,0.443,8,24,0.333,24,28,0.857,10,39,24,13,10,12,29
79,UTA,L,95,117,35,79,0.443,3,17,0.176,22,28,0.786,11,39,18,7,3,16,25,44,83,0.53,10,27,0.37,19,28,0.679,10,38,27,7,8,9,22
80,DEN,L,115,134,43,87,0.494,6,17,0.353,23,34,0.676,15,38,25,6,0,10,19,53,85,0.624,12,29,0.414,16,23,0.696,7,33,36,4,6,7,26
81,NOP,L,100,113,45,98,0.459,2,17,0.118,8,19,0.421,17,61,29,6,6,16,18,44,95,0.463,11,30,0.367,14,20,0.7,9,50,34,13,10,7,18
82,LAL,L,100,115,41,83,0.494,6,18,0.333,12,28,0.429,8,41,27,8,1,17,17,42,88,0.477,17,39,0.436,14,16,0.875,10,49,25,8,6,17,23