Game,Opp,Year,Result,TmScore,OppScore,FG,FGA,FGPCT,3P,3PA,3PPCT,FT,FTA,FTPCT,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF
1,GSW,2008-2009,W,108,103,41,82,0.5,7,17,0.412,19,27,0.704,8,42,23,8,6,13,24,36,82,0.439,9,23,0.391,22,32,0.688,11,39,18,10,5,13,26
2,PHO,2008-2009,W,108,95,37,78,0.474,13,24,0.542,21,28,0.75,10,33,16,10,5,10,15,37,68,0.544,7,18,0.389,14,21,0.667,7,38,16,2,3,24,24
3,CLE,2008-2009,W,104,92,36,76,0.474,7,13,0.538,25,29,0.862,9,36,25,9,2,14,19,36,75,0.48,9,22,0.409,11,19,0.579,7,36,21,5,4,17,24
4,ATL,2008-2009,L,79,87,30,71,0.423,7,20,0.35,12,15,0.8,8,35,24,9,5,14,18,34,79,0.43,12,30,0.4,7,13,0.538,13,45,19,7,4,14,20
5,CHA,2008-2009,L,89,92,32,76,0.421,11,28,0.393,14,19,0.737,11,37,21,9,5,17,27,28,67,0.418,7,18,0.389,29,31,0.935,10,37,15,10,2,14,22
6,MIA,2008-2009,W,100,89,34,76,0.447,10,27,0.37,22,29,0.759,12,45,23,7,3,10,23,31,72,0.431,8,21,0.381,19,26,0.731,8,37,20,7,3,10,23
7,LAL,2008-2009,L,86,93,34,76,0.447,5,17,0.294,13,20,0.65,8,43,16,6,2,16,23,32,78,0.41,6,16,0.375,23,28,0.821,9,40,20,11,4,9,19
8,POR,2008-2009,W,87,82,30,71,0.423,7,22,0.318,20,24,0.833,11,40,14,5,4,9,17,30,69,0.435,7,21,0.333,15,18,0.833,7,38,22,4,5,10,19
9,HOU,2008-2009,L,82,91,31,76,0.408,3,10,0.3,17,20,0.85,10,35,17,9,4,8,24,30,66,0.455,6,15,0.4,25,28,0.893,9,41,21,4,4,14,17
10,SAC,2008-2009,L,96,105,40,77,0.519,2,13,0.154,14,17,0.824,13,34,24,11,2,14,19,41,75,0.547,7,19,0.368,16,21,0.762,11,32,24,8,1,15,17
11,OKC,2008-2009,W,105,80,40,81,0.494,8,17,0.471,17,22,0.773,3,35,21,14,6,14,26,26,71,0.366,3,7,0.429,25,29,0.862,9,48,14,6,1,25,22
12,OKC,2008-2009,W,109,97,40,74,0.541,6,17,0.353,23,24,0.958,8,35,24,9,4,12,18,38,72,0.528,5,12,0.417,16,23,0.696,7,29,21,7,1,12,19
13,LAC,2008-2009,W,99,87,40,81,0.494,5,14,0.357,14,16,0.875,10,48,22,3,3,15,17,33,86,0.384,6,19,0.316,15,22,0.682,13,37,20,8,8,10,18
14,DEN,2008-2009,W,105,101,33,73,0.452,12,23,0.522,27,29,0.931,11,35,20,10,2,15,21,38,75,0.507,7,17,0.412,18,22,0.818,9,35,24,9,6,16,24
15,POR,2008-2009,L,86,101,35,79,0.443,8,16,0.5,8,10,0.8,8,32,15,6,2,10,25,37,69,0.536,8,23,0.348,19,25,0.76,9,38,25,5,7,12,18
16,PHO,2008-2009,W,104,91,33,73,0.452,8,19,0.421,30,35,0.857,17,46,20,9,6,13,16,37,78,0.474,7,19,0.368,10,13,0.769,10,30,20,6,3,13,23
17,MEM,2008-2009,W,106,87,38,73,0.521,11,20,0.55,19,20,0.95,6,41,21,5,3,12,27,33,73,0.452,3,14,0.214,18,27,0.667,8,32,20,2,4,12,25
18,CHA,2008-2009,W,105,89,40,82,0.488,12,20,0.6,13,15,0.867,14,48,29,8,10,15,20,34,82,0.415,6,12,0.5,15,21,0.714,13,38,16,8,4,12,18
19,BOS,2008-2009,L,82,94,28,79,0.354,2,14,0.143,24,33,0.727,13,42,17,10,4,10,30,33,70,0.471,6,16,0.375,22,35,0.629,12,48,14,4,5,16,28
20,TOR,2008-2009,W,99,91,36,75,0.48,12,32,0.375,15,16,0.938,7,38,25,3,3,9,21,31,77,0.403,8,24,0.333,21,24,0.875,9,35,24,4,2,10,17
21,MEM,2008-2009,W,91,84,26,62,0.419,10,20,0.5,29,38,0.763,4,31,15,8,8,15,21,33,69,0.478,4,16,0.25,14,19,0.737,7,37,12,7,7,17,26
22,SAS,2008-2009,W,90,83,35,81,0.432,7,17,0.412,13,16,0.813,14,48,17,8,8,15,16,31,80,0.388,9,26,0.346,12,15,0.8,11,39,17,8,4,12,19
23,SAC,2008-2009,W,99,90,36,79,0.456,5,17,0.294,22,28,0.786,9,36,15,11,4,6,14,33,70,0.471,9,21,0.429,15,17,0.882,7,41,21,2,2,17,28
24,LAL,2008-2009,L,87,100,32,77,0.416,9,28,0.321,14,22,0.636,13,38,22,10,6,15,27,33,75,0.44,6,15,0.4,28,32,0.875,11,39,17,7,6,11,21
25,ORL,2008-2009,L,68,88,28,84,0.333,4,16,0.25,8,10,0.8,12,44,11,5,4,10,20,30,74,0.405,13,28,0.464,15,22,0.682,12,48,19,7,5,11,17
26,HOU,2008-2009,W,88,79,33,74,0.446,3,14,0.214,19,24,0.792,11,47,18,6,2,13,23,26,72,0.361,5,19,0.263,22,27,0.815,9,39,13,5,0,12,22
27,IND,2008-2009,W,105,103,39,84,0.464,8,17,0.471,19,26,0.731,8,37,18,13,6,8,15,39,78,0.5,9,12,0.75,16,22,0.727,8,46,24,4,3,16,20
28,WAS,2008-2009,W,97,85,33,72,0.458,10,28,0.357,21,26,0.808,8,40,26,2,4,7,19,36,79,0.456,1,9,0.111,12,18,0.667,9,37,19,3,1,6,24
29,POR,2008-2009,W,92,77,39,76,0.513,8,17,0.471,6,7,0.857,9,34,20,5,4,12,20,29,73,0.397,4,17,0.235,15,18,0.833,11,30,16,6,2,13,16
30,DEN,2008-2009,L,100,105,37,74,0.5,7,22,0.318,19,24,0.792,8,34,22,7,5,17,28,36,72,0.5,6,15,0.4,27,38,0.711,8,33,28,10,7,11,22
31,LAL,2008-2009,W,116,105,39,77,0.506,5,14,0.357,33,37,0.892,7,44,17,6,0,9,22,36,86,0.419,16,34,0.471,17,22,0.773,12,39,24,4,2,12,25
32,UTA,2008-2009,L,90,116,32,73,0.438,8,23,0.348,18,21,0.857,2,26,15,7,3,11,29,40,77,0.519,5,11,0.455,31,44,0.705,15,55,27,6,0,10,23
33,LAC,2008-2009,W,107,80,40,78,0.513,11,21,0.524,16,22,0.727,9,38,25,9,2,8,15,33,70,0.471,7,20,0.35,7,12,0.583,6,35,17,1,3,16,17
34,NYK,2008-2009,L,95,101,33,86,0.384,7,23,0.304,22,24,0.917,19,52,18,6,3,11,20,39,89,0.438,8,25,0.32,15,22,0.682,13,45,30,4,3,8,18
35,DAL,2008-2009,W,104,97,42,85,0.494,6,16,0.375,14,17,0.824,9,35,21,10,2,6,17,37,74,0.5,9,23,0.391,14,14,1,6,38,21,1,4,14,20
36,CLE,2008-2009,L,78,92,25,67,0.373,5,18,0.278,23,28,0.821,9,40,11,3,7,13,19,32,75,0.427,10,22,0.455,18,22,0.818,8,42,15,6,5,8,24
37,DET,2008-2009,W,91,85,35,72,0.486,2,14,0.143,19,20,0.95,8,37,21,2,6,6,14,36,85,0.424,6,19,0.316,7,13,0.538,17,45,21,4,1,6,16
38,IND,2008-2009,W,103,100,32,71,0.451,12,26,0.462,27,34,0.794,5,35,20,4,7,13,22,37,86,0.43,8,19,0.421,18,22,0.818,10,40,22,4,1,11,26
39,NJN,2008-2009,W,102,92,40,79,0.506,9,22,0.409,13,19,0.684,9,42,22,7,6,11,14,37,78,0.474,9,19,0.474,9,18,0.5,9,37,18,6,4,12,21
40,MIN,2008-2009,L,108,116,42,79,0.532,13,22,0.591,11,13,0.846,7,26,23,4,5,9,27,40,78,0.513,10,21,0.476,26,34,0.765,14,42,26,3,4,10,11
41,PHI,2008-2009,W,101,86,34,75,0.453,14,31,0.452,19,21,0.905,12,32,21,14,2,15,21,36,67,0.537,2,14,0.143,12,20,0.6,10,37,20,11,6,21,23
42,DEN,2008-2009,W,94,81,34,70,0.486,7,18,0.389,19,25,0.76,6,35,23,10,3,15,21,33,74,0.446,4,22,0.182,11,16,0.688,7,36,18,6,4,18,23
43,GSW,2008-2009,L,87,91,28,78,0.359,5,21,0.238,26,33,0.788,12,48,15,8,5,14,17,34,83,0.41,4,17,0.235,19,22,0.864,10,47,15,8,5,15,27
44,SAS,2008-2009,L,93,106,40,81,0.494,6,11,0.545,7,11,0.636,9,41,10,4,4,14,16,42,77,0.545,9,18,0.5,13,15,0.867,3,31,26,7,4,11,13
45,POR,2008-2009,L,89,97,34,80,0.425,5,19,0.263,16,20,0.8,10,32,22,11,5,7,19,38,78,0.487,4,13,0.308,17,19,0.895,13,52,16,4,1,15,22
46,CHI,2008-2009,L,93,107,29,80,0.363,5,16,0.313,30,33,0.909,16,41,20,8,5,15,20,41,73,0.562,5,17,0.294,20,27,0.741,6,34,24,7,6,11,22
47,TOR,2008-2009,W,101,92,36,75,0.48,15,32,0.469,14,16,0.875,9,36,26,7,3,13,17,35,69,0.507,7,14,0.5,15,20,0.75,8,34,23,7,4,16,16
48,MIN,2008-2009,W,101,97,33,68,0.485,3,15,0.2,32,39,0.821,5,33,19,9,4,8,19,37,84,0.44,8,27,0.296,15,21,0.714,15,46,20,6,1,12,26
49,MEM,2008-2009,L,80,85,26,88,0.295,7,25,0.28,21,22,0.955,14,38,13,9,5,7,27,28,77,0.364,3,15,0.2,26,35,0.743,20,64,18,3,9,18,21
50,BOS,2008-2009,L,77,89,26,64,0.406,2,11,0.182,23,29,0.793,7,36,16,4,6,18,23,35,79,0.443,2,14,0.143,17,22,0.773,10,39,18,9,3,10,20
51,OKC,2008-2009,W,100,98,39,79,0.494,8,23,0.348,14,17,0.824,6,41,17,7,5,11,18,36,84,0.429,6,23,0.261,20,25,0.8,13,45,19,5,3,10,17
52,ORL,2008-2009,W,117,85,46,79,0.582,8,16,0.5,17,28,0.607,7,46,23,10,4,7,26,26,70,0.371,13,33,0.394,20,36,0.556,7,35,17,4,2,14,23
53,LAL,2008-2009,L,111,115,42,92,0.457,12,32,0.375,15,19,0.789,8,49,27,6,6,14,31,38,92,0.413,7,21,0.333,32,38,0.842,12,53,26,5,3,10,22
54,UTA,2008-2009,L,88,102,32,70,0.457,6,20,0.3,18,20,0.9,5,38,16,3,4,15,20,40,81,0.494,8,14,0.571,14,21,0.667,8,37,24,8,7,8,18
55,SAC,2008-2009,W,112,105,40,79,0.506,9,21,0.429,23,32,0.719,14,46,25,8,4,14,20,37,77,0.481,9,23,0.391,22,31,0.71,9,35,23,8,2,14,21
56,DET,2008-2009,W,90,87,34,80,0.425,4,14,0.286,18,25,0.72,17,51,19,3,5,9,16,35,82,0.427,7,17,0.412,10,12,0.833,8,38,22,4,0,7,20
57,MIL,2008-2009,W,95,94,40,84,0.476,4,21,0.19,11,17,0.647,10,52,26,4,5,14,19,34,88,0.386,11,28,0.393,15,20,0.75,10,41,15,4,7,10,22
58,NJN,2008-2009,W,99,96,32,80,0.4,8,28,0.286,27,32,0.844,12,46,16,7,3,11,18,37,83,0.446,7,24,0.292,15,16,0.938,7,42,23,6,7,11,23
59,PHI,2008-2009,W,98,91,35,80,0.438,10,16,0.625,18,22,0.818,17,50,22,6,3,12,14,36,80,0.45,4,16,0.25,15,18,0.833,12,39,20,2,2,10,20
60,DAL,2008-2009,W,104,88,42,75,0.56,6,15,0.4,14,18,0.778,8,41,23,5,3,9,21,30,76,0.395,5,21,0.238,23,26,0.885,12,35,12,4,1,9,24
61,OKC,2008-2009,W,108,90,42,78,0.538,6,17,0.353,18,24,0.75,9,44,26,10,2,15,15,33,83,0.398,5,22,0.227,19,21,0.905,14,38,15,12,2,14,19
62,ATL,2008-2009,L,79,89,32,80,0.4,3,14,0.214,12,12,1,9,41,19,6,3,10,17,31,77,0.403,10,24,0.417,17,24,0.708,10,45,17,9,4,8,13
63,WAS,2008-2009,W,109,98,40,76,0.526,10,24,0.417,19,26,0.731,11,45,24,8,6,14,16,38,84,0.452,6,17,0.353,16,17,0.941,8,36,28,7,3,9,23
64,MIL,2008-2009,W,95,86,34,73,0.466,5,15,0.333,22,25,0.88,14,46,14,8,4,16,13,35,80,0.438,10,24,0.417,6,7,0.857,9,30,23,2,0,13,22
65,CHI,2008-2009,L,79,97,35,81,0.432,0,11,0,9,13,0.692,19,43,10,3,5,13,13,40,85,0.471,10,25,0.4,7,11,0.636,14,39,25,6,3,7,17
66,HOU,2008-2009,L,84,95,31,78,0.397,3,11,0.273,19,19,1,14,37,17,9,6,13,23,32,71,0.451,4,20,0.2,27,31,0.871,9,38,19,7,6,12,14
67,MIN,2008-2009,W,94,93,36,79,0.456,4,14,0.286,18,23,0.783,11,42,20,6,5,9,26,31,74,0.419,8,23,0.348,23,29,0.793,9,40,17,5,2,11,23
68,MEM,2008-2009,W,96,84,38,80,0.475,2,11,0.182,18,20,0.9,7,36,19,12,2,9,21,28,65,0.431,2,7,0.286,26,32,0.813,8,36,15,5,4,20,18
69,GSW,2008-2009,W,99,89,39,86,0.453,4,16,0.25,17,20,0.85,10,47,19,7,6,14,21,32,81,0.395,4,19,0.211,21,27,0.778,10,47,18,8,6,17,20
70,DEN,2008-2009,L,88,101,29,68,0.426,5,13,0.385,25,30,0.833,8,37,19,2,6,17,22,35,81,0.432,8,22,0.364,23,24,0.958,11,39,14,9,5,10,26
71,NYK,2008-2009,L,93,103,37,86,0.43,6,20,0.3,13,15,0.867,13,42,15,13,3,13,15,38,78,0.487,12,32,0.375,15,16,0.938,8,43,23,5,1,17,13
72,SAS,2008-2009,W,90,86,27,72,0.375,4,13,0.308,32,33,0.97,10,44,13,6,4,9,17,31,77,0.403,7,29,0.241,17,21,0.81,10,43,20,5,2,9,24
73,SAC,2008-2009,W,111,110,44,82,0.537,5,10,0.5,18,27,0.667,12,41,26,3,5,8,21,37,76,0.487,14,24,0.583,22,27,0.815,6,29,18,3,5,8,23
74,LAC,2008-2009,W,104,98,43,81,0.531,3,14,0.214,15,19,0.789,6,32,28,14,2,11,15,38,76,0.5,11,25,0.44,11,14,0.786,11,42,27,5,5,23,15
75,GSW,2008-2009,L,103,111,40,93,0.43,6,21,0.286,17,23,0.739,14,45,20,7,2,9,30,36,77,0.468,10,26,0.385,29,34,0.853,9,42,19,3,5,12,20
76,UTA,2008-2009,L,94,108,38,71,0.535,5,14,0.357,13,21,0.619,9,36,22,7,4,17,20,45,84,0.536,3,11,0.273,15,21,0.714,11,39,27,12,0,10,17
77,MIA,2008-2009,W,93,87,37,87,0.425,6,17,0.353,13,16,0.813,8,37,15,13,3,12,21,31,79,0.392,7,23,0.304,18,22,0.818,11,48,12,7,4,17,19
78,PHO,2008-2009,L,100,105,42,90,0.467,7,21,0.333,9,12,0.75,11,40,23,7,3,9,27,37,72,0.514,6,19,0.316,25,33,0.758,6,40,26,3,3,12,13
79,DAL,2008-2009,L,92,100,32,76,0.421,6,18,0.333,22,25,0.88,9,38,9,3,5,7,22,34,85,0.4,5,24,0.208,27,33,0.818,20,54,24,5,2,8,18
80,DAL,2008-2009,W,102,92,40,72,0.556,7,19,0.368,15,16,0.938,2,36,24,3,1,9,20,37,87,0.425,6,22,0.273,12,13,0.923,14,41,21,5,3,6,19
81,HOU,2008-2009,L,66,86,28,81,0.346,4,16,0.25,6,10,0.6,12,37,15,4,1,10,14,34,74,0.459,5,19,0.263,13,13,1,11,46,21,5,6,13,14
82,SAS,2008-2009,L,98,105,39,80,0.488,6,14,0.429,14,21,0.667,3,33,19,6,3,9,21,42,85,0.494,6,20,0.3,15,20,0.75,9,46,20,5,2,12,23